"rgn_id","effort","year"
"1",0,"2019"
"2",0,"2019"
"3",0,"2019"
"4",0,"2019"
"5",0,"2019"
"6",0,"2019"
"7",0,"2019"
"8",0,"2019"
"9",0,"2019"
"10",0,"2019"
"11",0,"2019"
"12",0,"2019"
"13",0,"2019"
"14",0,"2019"
"15",0,"2019"
"16",162999986008,"2019"
"17",16033380,"2019"
"18",0,"2019"
"19",0,"2019"
"20",0,"2019"
"21",0,"2019"
"24",0,"2019"
"25",30970640971,"2019"
"26",0,"2019"
"28",0,"2019"
"29",0,"2019"
"30",0,"2019"
"31",0,"2019"
"32",0,"2019"
"33",0,"2019"
"34",0,"2019"
"35",0,"2019"
"36",0,"2019"
"37",0,"2019"
"38",0,"2019"
"39",0,"2019"
"40",0,"2019"
"41",0,"2019"
"42",0,"2019"
"43",0,"2019"
"44",0,"2019"
"45",0,"2019"
"46",0,"2019"
"47",0,"2019"
"48",0,"2019"
"49",0,"2019"
"50",0,"2019"
"51",0,"2019"
"52",0,"2019"
"53",0,"2019"
"54",0,"2019"
"55",0,"2019"
"56",0,"2019"
"57",0,"2019"
"58",0,"2019"
"59",19930276,"2019"
"60",0,"2019"
"61",1540954368,"2019"
"62",0,"2019"
"63",0,"2019"
"64",0,"2019"
"65",0,"2019"
"66",0,"2019"
"67",0,"2019"
"68",61469060,"2019"
"69",0,"2019"
"70",0,"2019"
"71",0,"2019"
"72",0,"2019"
"73",566679.375,"2019"
"74",0,"2019"
"75",0,"2019"
"76",0,"2019"
"77",0,"2019"
"78",0,"2019"
"79",0,"2019"
"80",0,"2019"
"81",0,"2019"
"82",0,"2019"
"84",0,"2019"
"85",0,"2019"
"86",0,"2019"
"88",923497760,"2019"
"89",608331854,"2019"
"90",0,"2019"
"91",0,"2019"
"92",0,"2019"
"93",0,"2019"
"94",0,"2019"
"95",57285676288.75,"2019"
"96",0,"2019"
"97",0,"2019"
"98",0,"2019"
"99",0,"2019"
"100",0,"2019"
"101",0,"2019"
"102",0,"2019"
"103",0,"2019"
"104",0,"2019"
"105",0,"2019"
"106",0,"2019"
"107",0,"2019"
"108",0,"2019"
"110",0,"2019"
"111",0,"2019"
"112",0,"2019"
"113",0,"2019"
"114",0,"2019"
"115",0,"2019"
"116",0,"2019"
"117",0,"2019"
"118",0,"2019"
"119",0,"2019"
"120",0,"2019"
"121",0,"2019"
"122",0,"2019"
"123",0,"2019"
"124",0,"2019"
"125",0,"2019"
"126",0,"2019"
"127",0,"2019"
"129",0,"2019"
"130",0,"2019"
"131",0,"2019"
"132",0,"2019"
"133",0,"2019"
"134",0,"2019"
"135",0,"2019"
"136",0,"2019"
"137",0,"2019"
"138",0,"2019"
"139",0,"2019"
"140",0,"2019"
"141",11994736,"2019"
"143",0,"2019"
"144",0,"2019"
"145",0,"2019"
"146",0,"2019"
"147",0,"2019"
"148",0,"2019"
"149",0,"2019"
"150",0,"2019"
"151",0,"2019"
"152",0,"2019"
"153",0,"2019"
"154",0,"2019"
"155",0,"2019"
"156",0,"2019"
"157",0,"2019"
"158",0,"2019"
"159",0,"2019"
"161",0,"2019"
"162",0,"2019"
"163",631178142080,"2019"
"164",0,"2019"
"166",0,"2019"
"167",0,"2019"
"168",0,"2019"
"169",0,"2019"
"171",0,"2019"
"172",24749860,"2019"
"173",0,"2019"
"174",0,"2019"
"175",0,"2019"
"176",0,"2019"
"177",42468764,"2019"
"178",0,"2019"
"179",1333178368,"2019"
"180",789221198464,"2019"
"181",5438543360,"2019"
"182",0,"2019"
"183",0,"2019"
"184",1009934308736,"2019"
"185",0,"2019"
"186",0,"2019"
"187",786471808,"2019"
"188",75559504,"2019"
"189",0,"2019"
"190",0,"2019"
"191",0,"2019"
"192",0,"2019"
"193",0,"2019"
"194",0,"2019"
"195",0,"2019"
"196",0,"2019"
"197",0,"2019"
"198",0,"2019"
"199",0,"2019"
"200",0,"2019"
"202",0,"2019"
"203",0,"2019"
"204",0,"2019"
"205",0,"2019"
"206",0,"2019"
"207",0,"2019"
"208",0,"2019"
"209",0,"2019"
