"rgn_name","rgn_id","commodity","product","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","1988","1989","1990","1991","1992","1993","1994","1995","1987","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1976"
"Albania",82,"Coral and the like","corals",315,87,221,100,27,45,78,44,77,19,14,0,50,16,0,104,38,37,9,63,134,31,14,28.12,27.13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Albania",82,"Z_TOTAL","corals",315,87,221,100,27,45,78,44,77,19,14,0,50,16,0,104,38,37,9,63,134,31,14,28.12,27.13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Albania",82,"Ornamental fish nei","ornamentals",NA,NA,NA,NA,0.1,0.1,0,0,2,1,1,0,3,1,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Albania",82,"Agar agar nei","seaweeds",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,0.1,0.1,0.1,0.12,0.33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Algeria",84,"Ornamental fish nei","ornamentals",NA,NA,NA,NA,NA,0.1,0.1,1,1,1,0.1,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Angola",200,"Fish body oils, nei","fish_oil",NA,NA,931,688,400,0,0,922,811,851,500,0,0,0,0,203,100,16,1632,8339,12537,11197,5536,5103,5000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Angola",200,"Fish liver oils, nei","fish_oil",NA,90,34,2,0,0,0,0,0,0,0,0,40,8,8,2,25,0,945,0,0,0,0,0.18,0.18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Argentina",172,"Fish body oils, nei","fish_oil",531,575,443,113,96,913,1249,1000,992,685,463,959,1543,1015,1243,1224,247,1203,539,495,265,828,67,0,245.3,74,184,353,375,368,46,209,537,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Argentina",172,"Fish liver oils, nei","fish_oil",0,0.1,0.1,0,0.1,0,0.1,31,27,5,2,0.1,0.1,0,0.1,0,0,0,0,1,0,0,0,0,0,6,0,1,0.1,1,1,1995,5,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
